,Usuario,Local,fecha,semaforo,comentario,add_loc_cert,add_loc_localidad,add_loc_cat,add_loc_sect,add_usu_disc,add_usu_pordisc
2852,833,197,20/6/2021,V,,N,Madrid,bar,hostelería,ninguna,0.0
2853,604,197,1/7/2021,V,,N,Madrid,bar,hostelería,visual,62.0
2854,184,197,21/7/2021,V,,N,Madrid,bar,hostelería,visual,37.0
2855,471,197,10/7/2021,V,,N,Madrid,bar,hostelería,motora,66.0
2856,706,197,5/7/2021,V,,N,Madrid,bar,hostelería,orgánica,67.0
2857,262,197,26/5/2021,V,,N,Madrid,bar,hostelería,ninguna,0.0
2858,212,197,27/5/2021,A,,N,Madrid,bar,hostelería,orgánica,52.0
2859,986,197,16/6/2021,A,,N,Madrid,bar,hostelería,orgánica,59.0
2860,515,198,9/7/2021,V,"Ha cubierto todas mis necesidades sin problemas. Pude entrar con mi chica por la rfampa de acceso y los baños estaba en la primera planta, sin escalón.",Y,Madrid,bar,hostelería,motora,47.0
2861,954,198,30/5/2021,V,"Que encanto de sitio, volvemos seguro, no tuve ningun problema.",Y,Madrid,bar,hostelería,cognitiva,43.0
2862,487,198,24/6/2021,V,,Y,Madrid,bar,hostelería,orgánica,39.0
2863,521,198,17/6/2021,V,,Y,Madrid,bar,hostelería,orgánica,44.0
2864,174,198,17/6/2021,V,Todo perfecto. Existen rampas de accesibilidad muy adaptadas a las necesidades.,Y,Madrid,bar,hostelería,motora,27.0
2865,87,198,15/7/2021,V,,Y,Madrid,bar,hostelería,cognitiva,34.0
2866,943,198,28/6/2021,V,"Sorprendida por la accesibilidad con la que cuenta el sitio. Un sitio recomendable para ir habitualmente, si tienes movilidad muy reducida.",Y,Madrid,bar,hostelería,cognitiva,78.0
2867,775,198,4/7/2021,V,,Y,Madrid,bar,hostelería,auditiva,49.0
2868,244,198,17/6/2021,V,"No hay nada que esté malo, recomendable al 100%. Sitio muy accesible.",Y,Madrid,bar,hostelería,cognitiva,37.0
2869,777,198,25/5/2021,V,,Y,Madrid,bar,hostelería,visual,42.0
2870,710,198,1/6/2021,V,,Y,Madrid,bar,hostelería,ninguna,0.0
2871,695,198,7/7/2021,V,,Y,Madrid,bar,hostelería,orgánica,85.0
2872,250,198,19/7/2021,V,,Y,Madrid,bar,hostelería,ninguna,0.0
2873,168,198,14/7/2021,V,,Y,Madrid,bar,hostelería,motora,51.0
2874,18,198,30/6/2021,V,,Y,Madrid,bar,hostelería,visual,79.0
2875,219,198,3/7/2021,V,,Y,Madrid,bar,hostelería,orgánica,41.0
2876,145,198,3/6/2021,V,,Y,Madrid,bar,hostelería,visual,62.0
2877,639,198,6/7/2021,V,,Y,Madrid,bar,hostelería,motora,78.0
2878,775,198,17/7/2021,V,,Y,Madrid,bar,hostelería,auditiva,49.0
2879,717,198,9/6/2021,V,La rampa estaba muy bien adaptada.,Y,Madrid,bar,hostelería,cognitiva,55.0
2880,340,198,4/6/2021,V,,Y,Madrid,bar,hostelería,orgánica,20.0
2881,322,198,30/5/2021,V,,Y,Madrid,bar,hostelería,ninguna,0.0
2882,713,198,12/6/2021,V,"Los trabajadores muy amables, ayudaron a que mi experiencia sea agradable, a pesar de no tener tan adaptado el lugar, ellos lo hicieron posible.",Y,Madrid,bar,hostelería,auditiva,37.0
2883,230,198,8/7/2021,V,"Me hablaron de este sitio, a lo que me animé a ir. Me encantó. Que lujo! Que placer! Vuelvo seguro!",Y,Madrid,bar,hostelería,visual,56.0
2884,51,198,27/5/2021,V,"Que encanto de sitio, volvemos seguro, no tuve ningun problema.",Y,Madrid,bar,hostelería,visual,82.0
2885,39,198,1/6/2021,V,"Sorprendida por la accesibilidad con la que cuenta el sitio. Un sitio recomendable para ir habitualmente, si tienes movilidad muy reducida.",Y,Madrid,bar,hostelería,auditiva,49.0
2886,717,198,12/6/2021,V,"Fijo que vuelvo, es una calle empedrada preciosa, pero tiene un carril bici habilitado para mis necesidades.",Y,Madrid,bar,hostelería,cognitiva,55.0
2887,464,198,27/5/2021,V,Sin problemas con la accesibilidad,Y,Madrid,bar,hostelería,visual,70.0
2888,432,198,30/5/2021,A,,Y,Madrid,bar,hostelería,orgánica,54.0
2889,747,198,18/6/2021,A,,Y,Madrid,bar,hostelería,auditiva,55.0
2890,110,198,12/7/2021,A,,Y,Madrid,bar,hostelería,orgánica,30.0
2891,919,198,10/6/2021,A,,Y,Madrid,bar,hostelería,auditiva,38.0
2892,807,198,13/7/2021,A,,Y,Madrid,bar,hostelería,motora,91.0
2893,617,198,6/6/2021,A,,Y,Madrid,bar,hostelería,motora,73.0
2894,420,198,10/6/2021,R,,Y,Madrid,bar,hostelería,auditiva,49.0
2895,857,199,13/7/2021,V,,N,Madrid,bar,hostelería,orgánica,48.0
2896,346,199,11/6/2021,V,,N,Madrid,bar,hostelería,motora,42.0
2897,832,199,30/6/2021,V,,N,Madrid,bar,hostelería,auditiva,50.0
2898,182,199,30/6/2021,V,,N,Madrid,bar,hostelería,ninguna,0.0
2899,372,199,29/6/2021,V,,N,Madrid,bar,hostelería,cognitiva,43.0
2900,781,199,13/7/2021,V,,N,Madrid,bar,hostelería,orgánica,72.0
2901,596,199,4/7/2021,V,,N,Madrid,bar,hostelería,visual,49.0
2902,668,199,22/6/2021,V,,N,Madrid,bar,hostelería,visual,26.0
2903,596,199,2/7/2021,V,,N,Madrid,bar,hostelería,visual,49.0
2904,493,199,13/7/2021,V,,N,Madrid,bar,hostelería,motora,66.0
2905,221,199,12/7/2021,A,,N,Madrid,bar,hostelería,auditiva,75.0
2906,665,199,19/7/2021,A,,N,Madrid,bar,hostelería,ninguna,0.0
2907,394,200,14/6/2021,V,,N,Madrid,cafe,hostelería,motora,29.0
2908,326,200,29/5/2021,V,,N,Madrid,cafe,hostelería,visual,39.0
2909,267,200,8/7/2021,A,,N,Madrid,cafe,hostelería,orgánica,33.0
2910,632,200,30/6/2021,A,,N,Madrid,cafe,hostelería,visual,79.0
2911,831,200,4/7/2021,A,Muy recomendable.,N,Madrid,cafe,hostelería,cognitiva,16.0
2912,365,200,29/5/2021,A,Todo correcto.,N,Madrid,cafe,hostelería,visual,52.0
2913,103,200,2/6/2021,A,Muy recomendable.,N,Madrid,cafe,hostelería,orgánica,82.0
2914,175,200,2/7/2021,A,,N,Madrid,cafe,hostelería,visual,55.0
2915,20,200,18/7/2021,A,,N,Madrid,cafe,hostelería,auditiva,31.0
2916,696,200,12/6/2021,R,,N,Madrid,cafe,hostelería,orgánica,42.0
2917,105,200,11/7/2021,R,"Recibí malos tratos, sitio desagradable, personal indignante, no respetan al que va en silla de ruedas",N,Madrid,cafe,hostelería,motora,56.0
2918,578,201,31/5/2021,A,,N,Madrid,restaurante,hostelería,auditiva,73.0
2919,618,201,24/6/2021,A,,N,Madrid,restaurante,hostelería,cognitiva,68.0
2920,659,201,2/7/2021,R,,N,Madrid,restaurante,hostelería,ninguna,0.0
2921,241,201,8/7/2021,R,,N,Madrid,restaurante,hostelería,auditiva,74.0
2922,928,201,14/7/2021,R,"No recomiendo este lugar, por que al llamar dijeron que era accesible  y no es cierto.",N,Madrid,restaurante,hostelería,visual,79.0
2923,445,201,13/7/2021,R,,N,Madrid,restaurante,hostelería,ninguna,0.0
2924,140,201,31/5/2021,R,,N,Madrid,restaurante,hostelería,orgánica,41.0
2925,551,201,18/7/2021,R,,N,Madrid,restaurante,hostelería,visual,27.0
2926,206,201,26/5/2021,R,,N,Madrid,restaurante,hostelería,auditiva,52.0
2927,324,201,11/7/2021,R,Muy recomendable.,N,Madrid,restaurante,hostelería,orgánica,41.0
2928,763,201,17/6/2021,R,"Recibí malos tratos, sitio desagradable, personal indignante, no respetan al que va en silla de ruedas",N,Madrid,restaurante,hostelería,visual,39.0
2929,716,202,25/6/2021,V,"Sorprendida por la accesibilidad con la que cuenta el sitio. Un sitio recomendable para ir habitualmente, si tienes movilidad muy reducida.",N,Madrid,teatro,ocio,auditiva,63.0
2930,347,202,20/7/2021,V,,N,Madrid,teatro,ocio,cognitiva,31.0
2931,947,202,21/6/2021,A,Perfecto,N,Madrid,teatro,ocio,ninguna,0.0
2932,701,202,27/5/2021,A,,N,Madrid,teatro,ocio,orgánica,21.0
2933,990,202,29/5/2021,A,,N,Madrid,teatro,ocio,ninguna,
2934,622,202,25/5/2021,A,,N,Madrid,teatro,ocio,auditiva,22.0
2935,234,202,11/7/2021,A,,N,Madrid,teatro,ocio,ninguna,0.0
2936,35,202,26/6/2021,A,,N,Madrid,teatro,ocio,auditiva,87.0
2937,229,202,8/6/2021,A,,N,Madrid,teatro,ocio,visual,54.0
2938,936,202,22/6/2021,A,,N,Madrid,teatro,ocio,orgánica,59.0
2939,808,202,21/6/2021,A,,N,Madrid,teatro,ocio,orgánica,79.0
2940,821,202,9/7/2021,A,,N,Madrid,teatro,ocio,orgánica,66.0
2941,921,202,14/6/2021,R,,N,Madrid,teatro,ocio,visual,62.0
2942,680,202,20/6/2021,R,,N,Madrid,teatro,ocio,ninguna,0.0
2943,393,203,10/6/2021,V,,N,Madrid,cafe,hostelería,auditiva,58.0
2944,120,203,20/6/2021,V,,N,Madrid,cafe,hostelería,cognitiva,28.0
2945,11,203,9/7/2021,A,,N,Madrid,cafe,hostelería,orgánica,33.0
2946,260,203,1/6/2021,A,,N,Madrid,cafe,hostelería,cognitiva,67.0
2947,363,203,24/6/2021,A,,N,Madrid,cafe,hostelería,visual,48.0
2948,763,203,21/6/2021,A,,N,Madrid,cafe,hostelería,visual,39.0
2949,843,203,23/6/2021,A,,N,Madrid,cafe,hostelería,auditiva,79.0
2950,398,203,27/5/2021,A,,N,Madrid,cafe,hostelería,orgánica,19.0
2951,801,203,2/6/2021,A,,N,Madrid,cafe,hostelería,orgánica,42.0
2952,978,203,12/6/2021,R,Las baldosas del suelo molestaban al momento de ir en silla de ruedas. Esto lo hace un lugar poco accesible.,N,Madrid,cafe,hostelería,orgánica,74.0
2953,683,203,11/6/2021,R,,N,Madrid,cafe,hostelería,orgánica,60.0
2954,515,204,21/6/2021,V,,N,Madrid,cafe,hostelería,motora,47.0
2955,33,204,26/5/2021,V,,N,Madrid,cafe,hostelería,motora,58.0
2956,580,204,22/7/2021,V,,N,Madrid,cafe,hostelería,visual,81.0
2957,130,204,25/5/2021,V,,N,Madrid,cafe,hostelería,visual,60.0
2958,782,204,17/7/2021,V,,N,Madrid,cafe,hostelería,ninguna,0.0
2959,734,204,30/6/2021,V,,N,Madrid,cafe,hostelería,motora,56.0
2960,143,204,16/7/2021,V,,N,Madrid,cafe,hostelería,auditiva,61.0
2961,937,204,7/7/2021,V,,N,Madrid,cafe,hostelería,ninguna,0.0
2962,633,204,6/7/2021,V,,N,Madrid,cafe,hostelería,visual,30.0
2963,791,204,27/6/2021,V,,N,Madrid,cafe,hostelería,ninguna,0.0
2964,650,204,13/6/2021,V,,N,Madrid,cafe,hostelería,orgánica,74.0
2965,674,204,21/6/2021,V,,N,Madrid,cafe,hostelería,motora,46.0
2966,639,204,23/6/2021,A,,N,Madrid,cafe,hostelería,motora,78.0
2967,544,204,16/7/2021,A,Volveré,N,Madrid,cafe,hostelería,ninguna,0.0
2968,747,204,7/6/2021,A,,N,Madrid,cafe,hostelería,auditiva,55.0
2969,142,205,4/7/2021,V,,N,Madrid,cafe,hostelería,visual,21.0
2970,219,205,10/7/2021,A,,N,Madrid,cafe,hostelería,orgánica,41.0
2971,846,205,20/6/2021,A,,N,Madrid,cafe,hostelería,auditiva,63.0
2972,791,205,25/6/2021,A,,N,Madrid,cafe,hostelería,ninguna,0.0
2973,984,205,6/7/2021,A,,N,Madrid,cafe,hostelería,orgánica,52.0
2974,988,205,25/5/2021,A,,N,Madrid,cafe,hostelería,orgánica,56.0
2975,510,205,27/6/2021,R,,N,Madrid,cafe,hostelería,motora,43.0
2976,330,206,17/7/2021,A,"Qué descaro de sitio, no tengo ni ganas de comentar, valoración negativa.",N,Madrid,cafe,hostelería,cognitiva,61.0
2977,8,206,12/7/2021,A,,N,Madrid,cafe,hostelería,ninguna,0.0
2978,882,206,26/5/2021,A,,N,Madrid,cafe,hostelería,orgánica,68.0
2979,649,206,20/6/2021,R,,N,Madrid,cafe,hostelería,cognitiva,66.0
2980,585,206,24/6/2021,R,,N,Madrid,cafe,hostelería,orgánica,61.0
2981,145,206,25/5/2021,R,,N,Madrid,cafe,hostelería,visual,62.0
2982,853,206,9/7/2021,R,,N,Madrid,cafe,hostelería,ninguna,0.0
2983,455,206,16/6/2021,R,"Tienen mi like, pasense.",N,Madrid,cafe,hostelería,auditiva,46.0
2984,804,206,25/6/2021,R,,N,Madrid,cafe,hostelería,ninguna,0.0
2985,231,206,12/6/2021,R,,N,Madrid,cafe,hostelería,motora,19.0
2986,745,206,18/7/2021,R,,N,Madrid,cafe,hostelería,cognitiva,31.0
2987,982,206,11/6/2021,R,,N,Madrid,cafe,hostelería,motora,48.0
2988,968,206,4/7/2021,R,,N,Madrid,cafe,hostelería,orgánica,69.0
2989,57,206,11/6/2021,R,,N,Madrid,cafe,hostelería,auditiva,75.0
2990,567,206,3/7/2021,R,,N,Madrid,cafe,hostelería,auditiva,34.0
2991,223,206,6/6/2021,R,"No volveré, personal poco empático con personas con discapacidad.",N,Madrid,cafe,hostelería,auditiva,62.0
2992,873,206,18/6/2021,R,Muy bien.,N,Madrid,cafe,hostelería,auditiva,50.0
2993,265,207,23/5/2021,A,,N,Madrid,teatro,ocio,motora,53.0
2994,555,207,24/6/2021,A,,N,Madrid,teatro,ocio,ninguna,0.0
2995,805,207,17/6/2021,R,,N,Madrid,teatro,ocio,orgánica,59.0
2996,41,207,7/6/2021,R,,N,Madrid,teatro,ocio,cognitiva,63.0
2997,844,207,27/5/2021,R,,N,Madrid,teatro,ocio,cognitiva,39.0
2998,728,207,20/6/2021,R,,N,Madrid,teatro,ocio,orgánica,60.0
2999,694,207,18/6/2021,R,,N,Madrid,teatro,ocio,motora,67.0
3000,935,207,29/5/2021,R,,N,Madrid,teatro,ocio,auditiva,77.0
3001,647,207,10/7/2021,R,Muy indignada con la respuesta de los camaremos al solicitar que se adecúe el sitio para personas con discapacidad,N,Madrid,teatro,ocio,auditiva,67.0
3002,187,207,11/7/2021,R,,N,Madrid,teatro,ocio,orgánica,23.0
3003,64,207,17/6/2021,R,,N,Madrid,teatro,ocio,cognitiva,66.0
3004,277,207,30/5/2021,R,,N,Madrid,teatro,ocio,visual,42.0
3005,461,208,28/6/2021,A,,N,Madrid,cafe,hostelería,motora,61.0
3006,302,208,12/6/2021,A,"Fui con la fami­lia, y al ver a mi abuela en su silla de ruedas el personal se desvivió por montarnos la mesa en la planta baja. Mis sobrinos se lo pasaron muy bien, y eso es lo que buscaba.",N,Madrid,cafe,hostelería,auditiva,58.0
3007,229,208,26/6/2021,A,"El baño no estaba disponible, no se si será accesible o no, pero no pude hacer mis necesidades!",N,Madrid,cafe,hostelería,visual,54.0
3008,76,208,27/5/2021,A,,N,Madrid,cafe,hostelería,cognitiva,12.0
3009,876,208,5/6/2021,R,,N,Madrid,cafe,hostelería,motora,30.0
3010,495,208,7/7/2021,R,,N,Madrid,cafe,hostelería,visual,50.0
3011,646,208,28/5/2021,R,,N,Madrid,cafe,hostelería,auditiva,20.0
3012,28,208,8/7/2021,R,,N,Madrid,cafe,hostelería,visual,44.0
3013,223,208,30/6/2021,R,,N,Madrid,cafe,hostelería,auditiva,62.0
3014,842,208,15/6/2021,R,,N,Madrid,cafe,hostelería,cognitiva,70.0
3015,319,208,17/7/2021,R,,N,Madrid,cafe,hostelería,motora,21.0
3016,79,208,21/7/2021,R,"Realicé una sugerencia sobre los baños y me dijeron que ellos no podí­an adaptarlo a personas con silla de ruedas por que no era frecuente, me parecieron ofensivos.",N,Madrid,cafe,hostelería,cognitiva,51.0
3017,774,208,21/6/2021,R,,N,Madrid,cafe,hostelería,ninguna,0.0
3018,823,208,19/6/2021,R,,N,Madrid,cafe,hostelería,ninguna,0.0
3019,759,208,29/5/2021,R,,N,Madrid,cafe,hostelería,orgánica,35.0
3020,592,208,8/6/2021,R,,N,Madrid,cafe,hostelería,ninguna,0.0
3021,123,208,27/6/2021,R,,N,Madrid,cafe,hostelería,ninguna,0.0
3022,32,208,29/5/2021,R,,N,Madrid,cafe,hostelería,auditiva,65.0
3023,14,208,5/7/2021,R,"Realicé una sugerencia sobre los baños y me dijeron que ellos no podí­an adaptarlo a personas con silla de ruedas por que no era frecuente, me parecieron ofensivos.",N,Madrid,cafe,hostelería,motora,57.0
3024,618,208,20/7/2021,R,Perfecto,N,Madrid,cafe,hostelería,cognitiva,68.0
3025,410,208,30/5/2021,R,,N,Madrid,cafe,hostelería,motora,18.0
3026,455,208,18/7/2021,R,,N,Madrid,cafe,hostelería,auditiva,46.0
3027,557,208,9/6/2021,R,,N,Madrid,cafe,hostelería,visual,81.0
3028,224,208,14/7/2021,R,,N,Madrid,cafe,hostelería,motora,51.0
3029,533,209,3/7/2021,V,,N,Madrid,cafe,hostelería,visual,75.0
3030,799,209,12/6/2021,A,Muy bien.,N,Madrid,cafe,hostelería,orgánica,42.0
3031,621,209,16/7/2021,A,,N,Madrid,cafe,hostelería,motora,75.0
3032,432,209,18/7/2021,A,"Me gusto el sitio, lo recomiendo.",N,Madrid,cafe,hostelería,orgánica,54.0
3033,133,209,13/6/2021,R,,N,Madrid,cafe,hostelería,cognitiva,77.0
3034,162,210,9/7/2021,V,,N,Madrid,teatro,ocio,orgánica,38.0
3035,667,210,30/5/2021,A,,N,Madrid,teatro,ocio,cognitiva,43.0
3036,760,210,12/7/2021,A,,N,Madrid,teatro,ocio,visual,48.0
3037,892,210,23/6/2021,A,,N,Madrid,teatro,ocio,auditiva,51.0
3038,914,210,12/6/2021,A,,N,Madrid,teatro,ocio,motora,63.0
3039,961,210,22/6/2021,A,,N,Madrid,teatro,ocio,visual,50.0
3040,610,210,9/7/2021,A,Volveré,N,Madrid,teatro,ocio,auditiva,58.0
3041,255,210,26/6/2021,R,,N,Madrid,teatro,ocio,cognitiva,21.0
3042,941,211,21/6/2021,V,,N,Madrid,cafe,hostelería,cognitiva,54.0
3043,120,211,12/6/2021,A,"Los trabajadores muy amables, ayudaron a que mi experiencia sea agradable, a pesar de no tener tan adaptado el lugar, ellos lo hicieron posible.",N,Madrid,cafe,hostelería,cognitiva,28.0
3044,728,211,28/5/2021,A,,N,Madrid,cafe,hostelería,orgánica,60.0
3045,311,211,31/5/2021,A,"I loved it, loves to Spain!",N,Madrid,cafe,hostelería,auditiva,37.0
3046,568,211,23/6/2021,A,,N,Madrid,cafe,hostelería,motora,39.0
3047,259,211,20/7/2021,A,,N,Madrid,cafe,hostelería,orgánica,42.0
3048,384,211,2/7/2021,R,,N,Madrid,cafe,hostelería,orgánica,64.0
3049,226,211,1/7/2021,R,"I loved it, loves to Spain!",N,Madrid,cafe,hostelería,ninguna,0.0
3050,333,211,13/7/2021,R,,N,Madrid,cafe,hostelería,auditiva,37.0
3051,738,211,12/6/2021,R,,N,Madrid,cafe,hostelería,motora,46.0
3052,193,211,19/7/2021,R,,N,Madrid,cafe,hostelería,cognitiva,58.0
3053,271,211,18/7/2021,R,,N,Madrid,cafe,hostelería,auditiva,51.0
3054,104,211,8/7/2021,R,Todo correcto.,N,Madrid,cafe,hostelería,cognitiva,44.0
3055,575,211,1/6/2021,R,,N,Madrid,cafe,hostelería,ninguna,0.0
3056,817,211,13/7/2021,R,,N,Madrid,cafe,hostelería,auditiva,30.0
3057,220,211,21/6/2021,R,Volveré,N,Madrid,cafe,hostelería,cognitiva,71.0
3058,747,211,25/6/2021,R,,N,Madrid,cafe,hostelería,auditiva,55.0
3059,745,211,22/6/2021,R,"El baño no daba cabida a las personas en silla de ruedas, no recomiendo el lugar.",N,Madrid,cafe,hostelería,cognitiva,31.0
3060,763,211,18/6/2021,R,,N,Madrid,cafe,hostelería,visual,39.0
3061,161,211,1/7/2021,R,Muy bien.,N,Madrid,cafe,hostelería,auditiva,20.0
3062,96,211,23/5/2021,R,,N,Madrid,cafe,hostelería,motora,51.0
3063,582,211,9/6/2021,R,,N,Madrid,cafe,hostelería,motora,30.0
3064,905,211,14/6/2021,R,,N,Madrid,cafe,hostelería,auditiva,52.0
3065,737,211,11/7/2021,R,Perfecto,N,Madrid,cafe,hostelería,ninguna,0.0
3066,842,211,18/7/2021,R,,N,Madrid,cafe,hostelería,cognitiva,70.0
3067,833,211,13/7/2021,R,,N,Madrid,cafe,hostelería,ninguna,0.0
3068,22,211,1/6/2021,R,,N,Madrid,cafe,hostelería,ninguna,0.0
3069,488,211,7/7/2021,R,,N,Madrid,cafe,hostelería,ninguna,0.0
3070,810,212,4/7/2021,V,,N,Madrid,cafe,hostelería,orgánica,68.0
3071,563,212,23/6/2021,V,,N,Madrid,cafe,hostelería,motora,28.0
3072,558,212,23/5/2021,A,,N,Madrid,cafe,hostelería,auditiva,45.0
3073,403,212,6/7/2021,A,,N,Madrid,cafe,hostelería,ninguna,0.0
3074,392,212,8/6/2021,A,,N,Madrid,cafe,hostelería,auditiva,59.0
3075,229,212,31/5/2021,A,Volveré,N,Madrid,cafe,hostelería,visual,54.0
3076,369,212,6/7/2021,A,,N,Madrid,cafe,hostelería,auditiva,37.0
3077,741,212,28/5/2021,A,,N,Madrid,cafe,hostelería,auditiva,43.0
3078,784,212,17/7/2021,A,,N,Madrid,cafe,hostelería,orgánica,42.0
3079,733,212,22/6/2021,R,,N,Madrid,cafe,hostelería,visual,39.0
3080,913,212,2/7/2021,R,,N,Madrid,cafe,hostelería,auditiva,60.0
3081,510,213,9/7/2021,V,,N,Madrid,teatro,ocio,motora,43.0
3082,382,213,8/7/2021,A,,N,Madrid,teatro,ocio,cognitiva,9.0
3083,727,213,10/7/2021,A,,N,Madrid,teatro,ocio,motora,56.0
3084,17,213,7/6/2021,A,,N,Madrid,teatro,ocio,motora,73.0
3085,283,213,13/7/2021,A,,N,Madrid,teatro,ocio,auditiva,48.0
3086,671,213,6/6/2021,R,,N,Madrid,teatro,ocio,cognitiva,29.0
3087,691,214,5/6/2021,V,,N,Madrid,teatro,ocio,ninguna,0.0
3088,817,214,28/6/2021,V,,N,Madrid,teatro,ocio,auditiva,30.0
3089,109,214,2/7/2021,A,,N,Madrid,teatro,ocio,orgánica,66.0
3090,552,214,17/7/2021,A,,N,Madrid,teatro,ocio,ninguna,0.0
3091,83,214,26/6/2021,A,,N,Madrid,teatro,ocio,visual,47.0
3092,284,214,10/7/2021,A,,N,Madrid,teatro,ocio,auditiva,35.0
3093,838,214,27/6/2021,A,,N,Madrid,teatro,ocio,motora,57.0
3094,732,214,3/7/2021,A,Lo recomiendo.,N,Madrid,teatro,ocio,ninguna,0.0
3095,652,214,16/7/2021,A,,N,Madrid,teatro,ocio,cognitiva,39.0
3096,450,214,4/7/2021,A,Perfecto,N,Madrid,teatro,ocio,orgánica,55.0
3097,399,214,29/6/2021,R,,N,Madrid,teatro,ocio,auditiva,49.0
3098,979,214,24/5/2021,R,,N,Madrid,teatro,ocio,orgánica,70.0
3099,483,215,22/6/2021,V,,N,Madrid,restaurante,hostelería,ninguna,0.0
3100,852,215,3/6/2021,V,,N,Madrid,restaurante,hostelería,visual,39.0
3101,9,215,6/6/2021,V,,N,Madrid,restaurante,hostelería,orgánica,28.0
3102,243,215,2/6/2021,V,,N,Madrid,restaurante,hostelería,motora,70.0
3103,265,215,30/6/2021,V,,N,Madrid,restaurante,hostelería,motora,53.0
3104,662,215,21/7/2021,V,,N,Madrid,restaurante,hostelería,orgánica,47.0
3105,916,215,13/6/2021,V,,N,Madrid,restaurante,hostelería,ninguna,0.0
3106,612,215,23/6/2021,V,,N,Madrid,restaurante,hostelería,visual,50.0
3107,255,215,12/7/2021,V,,N,Madrid,restaurante,hostelería,cognitiva,21.0
3108,958,215,1/7/2021,V,,N,Madrid,restaurante,hostelería,motora,46.0
3109,416,215,22/7/2021,V,,N,Madrid,restaurante,hostelería,motora,36.0
3110,275,215,24/5/2021,V,,N,Madrid,restaurante,hostelería,motora,22.0
3111,889,215,28/5/2021,V,,N,Madrid,restaurante,hostelería,cognitiva,74.0
3112,279,215,17/6/2021,V,,N,Madrid,restaurante,hostelería,auditiva,69.0
3113,616,215,11/6/2021,V,,N,Madrid,restaurante,hostelería,cognitiva,28.0
3114,117,215,16/7/2021,V,,N,Madrid,restaurante,hostelería,cognitiva,47.0
3115,111,215,11/7/2021,V,,N,Madrid,restaurante,hostelería,motora,57.0
3116,567,215,5/7/2021,A,,N,Madrid,restaurante,hostelería,auditiva,34.0
3117,261,215,31/5/2021,A,,N,Madrid,restaurante,hostelería,ninguna,0.0
3118,948,215,7/7/2021,A,,N,Madrid,restaurante,hostelería,orgánica,70.0
3119,806,215,30/6/2021,A,,N,Madrid,restaurante,hostelería,orgánica,76.0
3120,399,216,16/7/2021,V,"Fijo que vuelvo, es una calle empedrada preciosa, pero tiene un carril bici habilitado para mis necesidades.",N,Madrid,restaurante,hostelería,auditiva,49.0
3121,24,216,29/5/2021,A,,N,Madrid,restaurante,hostelería,ninguna,0.0
3122,46,216,10/7/2021,A,"En primer lugar, decir que el trato fue maravilloso. Tuve un infortunio pero me ayudaron y el trato en ello fue fenomenal! Volveré seguro, porque hice allá­ buenos amigos.",N,Madrid,restaurante,hostelería,ninguna,0.0
3123,297,216,2/6/2021,A,,N,Madrid,restaurante,hostelería,visual,54.0
3124,590,216,10/7/2021,A,,N,Madrid,restaurante,hostelería,cognitiva,52.0
3125,113,216,4/7/2021,R,,N,Madrid,restaurante,hostelería,auditiva,17.0
3126,476,217,9/7/2021,V,,N,Madrid,bar,hostelería,motora,30.0
3127,38,217,11/6/2021,V,,N,Madrid,bar,hostelería,orgánica,77.0
3128,179,217,22/7/2021,V,,N,Madrid,bar,hostelería,orgánica,14.0
3129,238,217,7/6/2021,V,,N,Madrid,bar,hostelería,motora,72.0
3130,908,217,30/5/2021,V,,N,Madrid,bar,hostelería,visual,47.0
3131,776,217,26/6/2021,V,,N,Madrid,bar,hostelería,visual,41.0
3132,5,217,7/7/2021,V,"Fijo que vuelvo, es una calle empedrada preciosa, pero tiene un carril bici habilitado para mis necesidades.",N,Madrid,bar,hostelería,cognitiva,62.0
3133,301,217,30/6/2021,A,La rampa estaba muy bien adaptada.,N,Madrid,bar,hostelería,orgánica,79.0
3134,498,217,3/7/2021,A,,N,Madrid,bar,hostelería,visual,46.0
3135,913,218,25/5/2021,V,,N,Madrid,restaurante,hostelería,auditiva,60.0
3136,773,218,30/5/2021,A,,N,Madrid,restaurante,hostelería,visual,23.0
3137,976,218,19/6/2021,A,Se corresponde con las características,N,Madrid,restaurante,hostelería,cognitiva,62.0
3138,103,218,15/6/2021,A,,N,Madrid,restaurante,hostelería,orgánica,82.0
3139,212,218,10/6/2021,A,,N,Madrid,restaurante,hostelería,orgánica,52.0
3140,60,218,2/6/2021,A,"I loved it, loves to Spain!",N,Madrid,restaurante,hostelería,motora,31.0
3141,783,218,20/7/2021,A,Sitio de 10. Todos deberian ser como este.,N,Madrid,restaurante,hostelería,visual,56.0
3142,29,218,15/6/2021,R,,N,Madrid,restaurante,hostelería,ninguna,0.0
3143,762,219,17/7/2021,V,"Pasabamos por aquí­, decidimos meternos después de ver que estaba en la applicación y no hemos encontrado ningun inconveniente.",N,Madrid,teatro,ocio,visual,53.0
3144,415,219,15/6/2021,V,,N,Madrid,teatro,ocio,motora,87.0
3145,496,219,20/6/2021,A,,N,Madrid,teatro,ocio,cognitiva,76.0
3146,546,219,3/7/2021,A,,N,Madrid,teatro,ocio,ninguna,0.0
3147,740,219,12/6/2021,A,Se corresponde con las características,N,Madrid,teatro,ocio,cognitiva,50.0
3148,667,219,17/7/2021,A,,N,Madrid,teatro,ocio,cognitiva,43.0
